customer_id,age,tenure_months,monthly_charges,support_calls,contract_type,payment_method,region,signup_date,churn
378,46.0,59,57.95,1,Month-to-month,Bank Transfer,South,2018-07-28,0
379,63.0,20,42.67,0,Month-to-month,Credit Card,South,2020-08-09,0
380,23.0,63,58.16,3,Month-to-month,Credit Card,East,2020-11-23,0
381,52.0,54,32.88,0,Month-to-month,Bank Transfer,East,2019-10-11,0
382,58.0,57,61.28,2,One year,Bank Transfer,North,2021-09-03,0
383,54.0,41,100.24,2,One year,Bank Transfer,West,2018-04-30,0
384,41.0,3,67.91,3,Month-to-month,Electronic Check,West,2019-09-19,0
385,46.0,6,21.8,2,Month-to-month,Electronic Check,East,2019-06-09,0
386,,5,62.14,2,Month-to-month,Electronic Check,North,2022-05-24,0
387,63.0,5,22.72,2,Month-to-month,Electronic Check,North,2023-05-15,0
388,48.0,54,116.62,3,Month-to-month,Debit Card,East,2023-02-12,1
389,52.0,47,32.75,2,One year,Credit Card,East,2020-02-08,0
390,50.0,49,90.77,1,Month-to-month,Bank Transfer,East,2021-01-17,1
391,69.0,9,117.28,2,One year,Credit Card,South,2019-05-27,0
392,,20,102.6,3,Month-to-month,Bank Transfer,North,2018-02-16,1
393,49.0,61,89.93,2,Month-to-month,Credit Card,North,2020-02-11,1
394,40.0,35,103.95,0,Month-to-month,Debit Card,North,2020-01-10,1
395,50.0,50,118.18,3,Two year,Electronic Check,East,2023-06-06,0
396,20.0,62,82.13,3,Month-to-month,Credit Card,East,2022-09-12,1
397,35.0,17,75.92,2,One year,Bank Transfer,East,2019-06-06,0
398,42.0,3,82.82,1,Month-to-month,Credit Card,East,2021-07-31,0
399,59.0,32,73.27,6,Two year,Debit Card,West,2021-11-01,0
400,48.0,13,83.51,6,One year,Debit Card,East,2022-07-20,0
401,20.0,68,64.98,3,Month-to-month,Credit Card,South,2018-05-14,0
402,57.0,14,41.84,3,One year,Electronic Check,West,2022-08-18,0
403,63.0,11,32.02,2,Month-to-month,Bank Transfer,West,2018-09-05,0
404,41.0,56,26.83,0,Two year,Debit Card,East,2022-08-03,0
405,67.0,67,46.33,1,Month-to-month,Debit Card,North,2021-09-03,0
406,49.0,29,24.61,1,Month-to-month,Credit Card,East,2019-03-12,0
407,64.0,9,76.72,0,One year,Debit Card,North,2021-04-14,0
408,39.0,67,48.38,4,One year,Debit Card,East,2023-02-02,0
409,40.0,25,102.45,3,Month-to-month,Bank Transfer,East,2019-11-17,1
410,19.0,42,27.42,3,One year,Electronic Check,North,2019-08-09,0
411,44.0,9,42.64,1,Month-to-month,,North,2018-12-17,0
412,59.0,40,93.02,2,Month-to-month,,North,2018-05-23,1
413,19.0,25,79.88,2,One year,Bank Transfer,North,2020-08-24,0
414,43.0,5,26.45,1,Month-to-month,Credit Card,South,2020-03-14,0
415,34.0,11,107.72,2,Month-to-month,Debit Card,North,2021-11-22,1
416,57.0,59,107.73,0,One year,Electronic Check,East,2022-07-06,0
417,50.0,38,,1,Month-to-month,Credit Card,East,2019-12-19,0
418,26.0,5,54.04,0,One year,Debit Card,South,2019-10-05,0
419,60.0,48,118.9,1,Month-to-month,Debit Card,North,2021-10-24,1
420,65.0,18,82.62,3,Month-to-month,Debit Card,East,2019-05-16,1
421,56.0,70,73.13,2,Month-to-month,Bank Transfer,South,2022-07-04,0
422,46.0,37,103.82,3,One year,Credit Card,East,2019-01-05,0
423,59.0,60,48.53,2,One year,Credit Card,South,2022-05-22,0
424,43.0,48,62.92,1,Month-to-month,Debit Card,South,2021-11-06,0
425,52.0,28,46.78,3,Month-to-month,Electronic Check,West,2021-01-14,0
426,67.0,69,98.92,1,Two year,Credit Card,West,2020-02-26,0
427,42.0,40,77.33,2,Month-to-month,Bank Transfer,North,2020-01-09,0
428,41.0,45,85.88,3,Two year,Electronic Check,West,2022-01-23,0
429,30.0,62,45.23,2,Month-to-month,Electronic Check,South,2020-08-07,0
430,24.0,58,,1,One year,Electronic Check,East,2021-09-10,0
431,53.0,67,68.84,4,Month-to-month,Electronic Check,East,2019-06-06,1
432,62.0,56,93.76,1,Two year,Credit Card,North,2019-05-04,0
433,37.0,40,72.52,2,One year,Debit Card,West,2023-05-07,0
434,18.0,40,23.26,0,Month-to-month,Electronic Check,North,2019-02-01,0
435,25.0,33,106.86,0,Month-to-month,Bank Transfer,South,2020-06-14,1
436,,6,26.47,1,One year,Bank Transfer,West,2018-12-21,0
437,33.0,19,115.58,3,One year,Debit Card,North,2020-08-04,0
438,31.0,40,22.51,1,Month-to-month,Credit Card,East,2018-10-15,0
439,29.0,59,89.45,1,Month-to-month,Debit Card,East,2022-01-22,1
440,68.0,59,28.22,0,One year,Electronic Check,North,2022-07-06,0
441,40.0,48,111.07,2,Month-to-month,Credit Card,North,2020-09-24,0
442,32.0,41,66.44,1,One year,Credit Card,North,2019-06-20,0
443,45.0,13,33.75,2,Month-to-month,Electronic Check,South,2021-08-07,0
444,51.0,45,54.08,1,Two year,Bank Transfer,South,2020-04-30,0
445,19.0,53,36.48,1,Two year,Electronic Check,East,2020-04-17,0
446,49.0,42,,4,Two year,Debit Card,South,2018-06-17,0
447,40.0,63,114.81,2,Month-to-month,Electronic Check,South,2020-08-07,1
448,39.0,27,64.52,0,Two year,Bank Transfer,West,2019-09-13,0
449,68.0,38,98.88,1,Month-to-month,,South,2019-03-04,1
450,42.0,60,83.96,2,Month-to-month,Debit Card,West,2022-09-22,1
451,39.0,7,87.64,4,Month-to-month,Debit Card,South,2019-05-05,1
452,39.0,5,33.17,1,Month-to-month,,East,2018-12-21,0
453,,45,43.42,0,Two year,Debit Card,North,2018-07-15,0
454,69.0,58,,3,Month-to-month,Debit Card,East,2019-06-29,1
455,59.0,31,117.08,1,One year,Electronic Check,South,2019-12-18,0
456,23.0,23,46.27,5,One year,Credit Card,North,2020-04-03,0
457,32.0,42,47.16,2,One year,Debit Card,North,2020-07-20,0
458,60.0,10,67.29,6,Month-to-month,Debit Card,North,2022-09-14,0
459,54.0,32,118.38,0,Month-to-month,Bank Transfer,West,2020-09-29,1
460,50.0,53,46.9,2,One year,Bank Transfer,East,2019-10-21,0
461,25.0,30,60.7,1,Month-to-month,Electronic Check,West,2020-07-27,0
462,61.0,39,109.15,2,Month-to-month,Electronic Check,North,2020-02-19,1
463,61.0,31,20.29,0,Month-to-month,Debit Card,East,2018-01-11,0
464,22.0,2,23.98,2,Month-to-month,Credit Card,East,2022-05-25,0
465,56.0,12,80.41,2,Two year,Credit Card,South,2021-07-03,0
466,21.0,39,110.74,1,Month-to-month,Electronic Check,West,2019-01-31,1
467,23.0,66,43.89,3,Month-to-month,Bank Transfer,West,2020-01-01,0
468,62.0,13,66.96,1,Month-to-month,Debit Card,South,2023-01-07,0
469,49.0,46,65.05,0,Month-to-month,Debit Card,West,2019-02-13,0
470,69.0,27,67.3,1,Month-to-month,Credit Card,North,2018-12-28,0
471,47.0,17,,1,Month-to-month,Electronic Check,North,2021-07-06,1
472,64.0,60,66.97,2,Month-to-month,Credit Card,West,2020-10-23,0
473,52.0,64,64.75,3,One year,Credit Card,South,2018-03-25,0
474,57.0,35,67.43,5,Month-to-month,Electronic Check,East,2018-06-05,0
475,69.0,70,79.09,1,Month-to-month,Bank Transfer,West,2022-08-14,0
476,33.0,30,73.7,2,Month-to-month,Debit Card,East,2021-04-14,0
477,30.0,71,105.41,3,Month-to-month,Bank Transfer,South,2019-12-08,1
478,67.0,63,24.95,3,Two year,Electronic Check,East,2023-05-16,0
479,59.0,28,103.33,3,Month-to-month,Electronic Check,South,2019-04-17,1
480,47.0,60,104.39,0,Month-to-month,Debit Card,South,2019-09-11,1
481,36.0,37,48.49,3,Month-to-month,Bank Transfer,North,2021-12-18,0
482,34.0,22,66.29,3,Two year,Debit Card,North,2018-05-14,0
483,36.0,68,63.85,2,Month-to-month,Credit Card,South,2020-02-27,0
484,45.0,20,41.85,4,One year,Credit Card,West,2020-06-25,0
485,43.0,68,59.68,2,Month-to-month,Credit Card,North,2020-05-13,0
486,54.0,64,24.44,1,Two year,Bank Transfer,South,2021-11-04,0
487,43.0,17,47.78,0,Two year,Credit Card,East,2019-10-29,0
488,40.0,12,,2,Month-to-month,Debit Card,East,2018-10-04,1
489,26.0,22,48.46,0,Month-to-month,Bank Transfer,West,2021-06-13,0
490,29.0,17,101.82,3,Month-to-month,Debit Card,East,2022-11-11,1
491,18.0,10,73.16,1,Month-to-month,Electronic Check,East,2020-05-31,0
492,18.0,65,107.99,0,Month-to-month,Bank Transfer,South,2018-01-13,0
493,64.0,22,77.48,2,Month-to-month,Debit Card,East,2018-12-08,0
494,51.0,50,22.97,0,Month-to-month,Debit Card,East,2018-02-04,0
495,49.0,14,87.54,1,Month-to-month,Bank Transfer,East,2019-07-13,0
496,65.0,64,24.49,1,Month-to-month,Electronic Check,East,2021-05-22,0
497,42.0,47,65.06,2,Month-to-month,Bank Transfer,South,2021-12-06,0
498,57.0,29,112.94,1,Month-to-month,Credit Card,East,2019-02-09,1
499,62.0,36,36.52,0,Two year,Credit Card,West,2022-02-26,0
500,18.0,52,58.99,1,Month-to-month,,North,2019-10-20,0
501,33.0,7,92.99,0,One year,Debit Card,West,2018-06-08,0
502,,29,108.23,2,Month-to-month,Debit Card,North,2020-08-13,1
503,22.0,11,87.09,2,Month-to-month,Debit Card,West,2022-07-19,1
504,39.0,33,45.82,1,Month-to-month,Bank Transfer,North,2021-02-07,0
505,46.0,6,87.46,2,Month-to-month,Bank Transfer,North,2019-07-03,1
506,20.0,32,49.67,3,One year,Electronic Check,North,2022-12-18,0
507,29.0,51,91.84,1,One year,Credit Card,North,2022-03-30,0
508,43.0,58,115.4,2,Month-to-month,,South,2020-09-11,1
509,33.0,26,92.14,3,Two year,Credit Card,West,2021-10-02,0
510,68.0,46,106.29,2,Month-to-month,Bank Transfer,North,2022-11-03,1
511,54.0,29,20.21,3,Two year,Bank Transfer,West,2023-01-26,0
512,39.0,4,91.76,2,Two year,Bank Transfer,East,2022-07-18,0
513,46.0,13,102.96,2,Month-to-month,Credit Card,North,2018-10-06,1
514,31.0,39,24.06,1,Month-to-month,Electronic Check,West,2019-04-24,0
515,,15,107.16,6,Month-to-month,Electronic Check,South,2018-04-21,1
516,22.0,29,45.67,2,One year,Bank Transfer,West,2022-07-18,0
517,64.0,29,86.53,2,Month-to-month,Debit Card,North,2023-05-03,1
518,66.0,32,100.04,1,Two year,Credit Card,East,2019-03-07,0
519,47.0,2,86.27,1,One year,Bank Transfer,West,2019-06-26,0
520,63.0,47,29.23,1,Month-to-month,Credit Card,East,2021-02-12,0
521,69.0,22,79.63,2,Month-to-month,Credit Card,South,2021-01-18,0
522,22.0,27,74.96,5,One year,Electronic Check,West,2021-05-20,0
523,29.0,67,110.03,2,Month-to-month,Bank Transfer,West,2022-04-23,1
524,33.0,56,60.42,1,One year,Electronic Check,South,2022-06-07,0
525,43.0,21,52.11,1,Month-to-month,Bank Transfer,South,2022-04-12,0
526,43.0,47,94.99,2,Month-to-month,Credit Card,South,2022-10-19,1
527,65.0,59,61.27,3,Month-to-month,Electronic Check,North,2018-12-26,0
528,38.0,6,84.61,1,One year,,North,2022-02-18,0
529,56.0,19,84.65,2,Month-to-month,Bank Transfer,West,2019-01-07,1
530,53.0,57,108.8,5,One year,Debit Card,West,2021-05-23,1
531,50.0,69,79.87,1,Month-to-month,Electronic Check,West,2022-10-23,0
532,47.0,3,70.22,2,One year,Electronic Check,East,2020-11-04,0
533,54.0,1,33.89,4,Month-to-month,Credit Card,South,2020-08-12,1
534,40.0,58,31.57,4,Month-to-month,Credit Card,West,2018-09-16,1
535,27.0,38,35.43,3,One year,Debit Card,South,2020-02-17,0
536,22.0,15,37.18,2,Month-to-month,Electronic Check,North,2022-01-26,0
537,53.0,34,83.79,2,Month-to-month,Bank Transfer,South,2018-04-30,1
538,,61,94.1,1,Month-to-month,Bank Transfer,East,2020-09-02,1
539,,35,73.0,1,One year,Electronic Check,East,2020-07-01,0
540,48.0,64,102.9,1,Two year,Electronic Check,South,2021-02-25,0
541,27.0,25,119.13,3,Month-to-month,Electronic Check,East,2019-12-24,0
542,36.0,24,102.0,4,Month-to-month,Debit Card,East,2019-06-07,1
543,49.0,12,89.49,0,One year,Bank Transfer,North,2022-09-08,0
544,18.0,18,73.25,3,Month-to-month,Bank Transfer,West,2022-07-27,0
545,22.0,15,64.89,3,Two year,Credit Card,East,2018-11-21,0
546,62.0,27,28.44,2,Month-to-month,Credit Card,West,2021-09-05,0
547,21.0,60,59.94,3,Two year,Electronic Check,South,2022-03-10,0
548,,46,111.01,5,One year,Credit Card,South,2022-03-30,0
549,41.0,17,100.8,3,One year,Debit Card,East,2020-12-09,0
550,33.0,53,41.61,1,One year,Bank Transfer,South,2023-04-30,0
551,19.0,8,66.66,2,Month-to-month,Bank Transfer,North,2022-05-27,0
552,66.0,27,101.67,0,Month-to-month,Credit Card,East,2018-03-10,1
553,,46,26.74,2,Month-to-month,Electronic Check,East,2019-01-26,0
554,49.0,50,58.74,3,One year,Credit Card,East,2019-01-18,0
555,44.0,71,105.18,4,One year,Electronic Check,South,2018-01-16,0
556,37.0,3,60.39,0,Two year,Debit Card,South,2022-01-02,0
557,41.0,64,27.76,1,Month-to-month,Bank Transfer,East,2020-04-25,0
558,,44,74.25,1,Month-to-month,Debit Card,West,2020-05-18,0
559,67.0,53,106.17,1,Month-to-month,Bank Transfer,South,2019-07-22,0
560,52.0,24,79.03,0,One year,Debit Card,South,2022-06-29,0
561,50.0,60,42.63,1,Month-to-month,Credit Card,East,2018-05-12,0
562,50.0,3,58.42,2,Month-to-month,Debit Card,West,2022-05-03,0
563,68.0,20,65.01,3,One year,Debit Card,East,2021-06-25,0
564,60.0,46,77.93,4,Month-to-month,Credit Card,South,2018-09-30,1
565,54.0,15,95.94,1,Month-to-month,Bank Transfer,East,2022-07-05,1
566,29.0,25,29.89,4,Month-to-month,Bank Transfer,East,2023-05-10,0
567,20.0,71,108.97,1,One year,Credit Card,East,2023-02-05,0
568,18.0,17,21.23,2,Month-to-month,Debit Card,West,2023-02-15,0
569,50.0,9,57.01,1,One year,Debit Card,East,2021-10-04,0
570,57.0,38,22.74,2,Month-to-month,Debit Card,South,2019-04-29,0
571,27.0,48,59.3,5,Two year,Electronic Check,East,2019-07-04,0
572,60.0,60,72.58,2,Month-to-month,Bank Transfer,West,2018-12-23,0
573,61.0,63,71.17,0,Month-to-month,Debit Card,North,2022-11-11,0
574,46.0,2,36.56,2,One year,Bank Transfer,West,2021-09-03,0
575,30.0,11,84.57,2,One year,Debit Card,East,2022-07-15,0
576,29.0,64,24.48,2,Month-to-month,Credit Card,North,2020-12-07,0
577,,21,96.19,1,One year,Credit Card,East,2020-10-30,0
578,63.0,18,114.66,5,Month-to-month,Bank Transfer,West,2018-08-21,1
579,19.0,64,53.98,1,Two year,Bank Transfer,North,2018-02-05,0
580,68.0,38,71.72,1,One year,Credit Card,North,2019-02-17,0
581,67.0,32,57.89,3,Month-to-month,Electronic Check,East,2022-01-25,0
582,52.0,11,20.67,4,One year,Credit Card,East,2020-10-24,0
583,40.0,45,58.59,4,Month-to-month,Debit Card,West,2018-02-13,0
584,34.0,33,99.17,0,Month-to-month,Electronic Check,East,2019-07-22,1
585,43.0,41,79.6,1,Two year,Credit Card,North,2022-04-27,0
586,25.0,8,30.13,2,One year,Electronic Check,South,2021-07-02,0
587,46.0,11,104.71,1,Month-to-month,Electronic Check,South,2020-01-10,1
588,43.0,51,73.11,1,Month-to-month,Electronic Check,West,2018-04-24,0
589,27.0,41,104.17,1,Month-to-month,Bank Transfer,East,2022-11-08,0
590,43.0,17,78.02,5,Two year,Credit Card,West,2019-02-01,0
591,51.0,46,75.97,3,Month-to-month,Bank Transfer,South,2021-04-12,0
592,68.0,32,,4,Month-to-month,Bank Transfer,South,2021-07-02,1
593,58.0,54,36.74,1,Month-to-month,Debit Card,East,2019-04-11,0
594,24.0,20,117.2,1,Month-to-month,Debit Card,North,2023-05-07,1
595,21.0,33,42.85,1,Month-to-month,Electronic Check,East,2021-07-24,0
596,67.0,40,117.75,1,Month-to-month,Electronic Check,South,2022-01-27,1
597,,32,,1,Month-to-month,Debit Card,North,2020-04-26,0
598,28.0,2,33.58,2,Month-to-month,Debit Card,West,2019-05-17,0
599,46.0,33,29.93,0,Two year,Credit Card,South,2019-03-17,0
600,53.0,30,40.89,2,Month-to-month,Electronic Check,West,2018-03-10,0
601,42.0,33,,7,One year,,North,2022-03-13,0
602,38.0,26,,2,One year,Debit Card,West,2018-11-22,0
603,53.0,22,59.54,3,One year,Credit Card,South,2022-11-01,0
604,27.0,66,51.32,1,Two year,Debit Card,East,2018-03-08,0
605,,38,34.71,2,Month-to-month,Debit Card,West,2018-10-31,0
606,26.0,46,68.79,2,Month-to-month,Bank Transfer,South,2020-08-29,0
607,41.0,15,33.0,3,Month-to-month,Electronic Check,South,2019-04-29,0
608,52.0,44,103.55,1,Month-to-month,Credit Card,North,2020-07-17,1
609,66.0,49,57.04,4,One year,Bank Transfer,South,2022-04-21,0
610,52.0,61,57.48,3,One year,Electronic Check,East,2021-12-11,0
611,65.0,67,,3,Two year,Debit Card,East,2021-03-28,0
612,,6,64.41,7,Month-to-month,Credit Card,West,2018-05-29,1
613,35.0,9,119.49,3,Two year,Electronic Check,West,2020-11-16,0
614,66.0,6,74.54,5,Month-to-month,Debit Card,West,2020-09-13,1
615,56.0,32,28.82,3,Month-to-month,Bank Transfer,West,2019-08-07,0
616,49.0,41,80.69,2,Month-to-month,,East,2018-09-05,1
617,41.0,8,35.16,2,One year,Electronic Check,North,2021-01-29,0
618,40.0,50,23.09,1,Month-to-month,,West,2019-12-03,0
619,49.0,62,117.07,3,Two year,Debit Card,North,2018-04-06,0
620,54.0,62,97.35,0,Two year,Debit Card,South,2021-11-08,0
621,29.0,7,118.01,1,Two year,Electronic Check,South,2018-10-09,0
622,66.0,4,67.79,1,Month-to-month,Debit Card,West,2018-11-18,0
623,30.0,6,73.23,2,Two year,,South,2021-11-20,0
624,40.0,58,36.83,2,One year,Electronic Check,North,2021-07-25,0
625,42.0,22,44.69,0,Month-to-month,Bank Transfer,North,2019-06-13,0
626,52.0,26,103.85,3,Month-to-month,Electronic Check,South,2018-09-20,1
627,58.0,3,55.62,1,Month-to-month,Electronic Check,West,2022-07-01,0
628,47.0,41,102.68,0,Month-to-month,Bank Transfer,North,2019-08-03,0
629,34.0,60,90.9,3,Month-to-month,Debit Card,North,2022-07-22,1
630,66.0,14,37.72,2,Two year,Bank Transfer,East,2021-08-09,0
631,37.0,12,70.74,0,Month-to-month,Credit Card,West,2018-10-21,0
632,65.0,12,,3,Month-to-month,Debit Card,East,2022-06-20,1
633,42.0,13,43.5,2,Two year,Electronic Check,South,2019-01-30,0
634,39.0,25,103.07,1,Month-to-month,Debit Card,South,2019-05-28,1
635,30.0,45,,2,Two year,Debit Card,East,2020-07-09,0
636,36.0,19,36.52,2,Month-to-month,Credit Card,West,2020-03-20,0
637,,55,78.3,3,Month-to-month,Debit Card,North,2021-04-18,0
638,53.0,45,119.97,5,Month-to-month,,South,2020-07-08,1
639,29.0,8,35.05,2,Month-to-month,Debit Card,West,2019-11-24,0
640,58.0,53,101.68,0,Month-to-month,,West,2018-08-23,1
641,36.0,55,40.73,2,One year,Debit Card,South,2020-08-09,0
642,29.0,32,98.24,0,Month-to-month,Bank Transfer,South,2023-01-29,1
643,26.0,51,93.46,2,Two year,Debit Card,West,2021-09-22,0
644,24.0,44,50.05,3,Month-to-month,Credit Card,North,2020-10-28,0
645,45.0,70,52.58,0,Month-to-month,Debit Card,East,2022-01-06,0
646,31.0,18,99.25,2,One year,Debit Card,South,2023-05-19,0
647,48.0,22,66.14,1,Month-to-month,Electronic Check,East,2019-06-23,0
648,69.0,37,93.08,2,One year,Bank Transfer,West,2020-03-30,0
649,36.0,56,34.8,3,Two year,Debit Card,East,2022-08-09,0
650,,59,105.26,4,One year,Bank Transfer,North,2021-01-19,1
651,33.0,3,91.09,0,Month-to-month,Credit Card,West,2023-02-21,0
652,22.0,28,110.69,0,Month-to-month,Electronic Check,North,2018-09-29,1
653,52.0,35,33.24,1,One year,Bank Transfer,West,2023-02-01,0
654,29.0,61,79.3,1,One year,Electronic Check,North,2020-10-25,0
655,42.0,54,79.91,6,Month-to-month,Debit Card,West,2022-06-06,1
656,69.0,63,55.35,3,Month-to-month,Credit Card,North,2023-04-07,1
657,38.0,7,65.85,1,Month-to-month,Electronic Check,West,2021-05-27,0
658,53.0,49,23.8,3,Month-to-month,Debit Card,North,2021-02-15,0
659,40.0,31,94.59,2,Month-to-month,Bank Transfer,West,2019-08-16,0
660,33.0,58,74.93,1,Month-to-month,Credit Card,North,2020-09-02,0
661,56.0,61,25.77,2,One year,Credit Card,South,2022-05-25,0
662,62.0,24,88.08,3,Two year,Bank Transfer,East,2018-04-25,0
663,59.0,20,66.68,1,One year,Bank Transfer,West,2018-09-20,0
664,56.0,37,23.45,6,Month-to-month,Credit Card,North,2021-08-22,1
665,31.0,4,116.96,2,Month-to-month,Electronic Check,South,2022-08-05,1
666,48.0,20,114.91,0,Two year,Credit Card,West,2021-12-16,0
667,22.0,60,,2,Two year,Bank Transfer,West,2018-07-26,0
668,52.0,24,29.37,3,Two year,Electronic Check,West,2022-07-05,0
669,40.0,50,95.46,1,One year,Debit Card,East,2018-10-30,0
670,46.0,49,69.19,3,Month-to-month,Credit Card,North,2018-04-22,0
671,60.0,51,50.24,0,One year,Bank Transfer,North,2021-12-11,0
672,28.0,36,69.14,1,Month-to-month,Debit Card,West,2022-04-28,0
673,35.0,66,72.24,2,Month-to-month,,West,2023-02-26,0
674,64.0,34,76.27,1,One year,Credit Card,West,2021-08-01,0
675,29.0,36,64.12,1,Month-to-month,Electronic Check,South,2022-07-22,0
676,26.0,6,80.58,3,Month-to-month,Bank Transfer,West,2018-07-04,1
677,27.0,39,111.87,3,Month-to-month,Debit Card,East,2022-10-31,1
678,61.0,42,56.23,1,Month-to-month,Credit Card,North,2020-06-19,0
679,34.0,58,92.57,0,Two year,Electronic Check,East,2018-08-09,0
680,55.0,12,109.45,2,Month-to-month,Debit Card,West,2023-03-03,1
681,24.0,3,65.6,5,Month-to-month,,South,2022-01-07,1
682,63.0,18,64.35,0,Month-to-month,Credit Card,West,2021-02-14,0
683,30.0,40,80.21,1,Month-to-month,,West,2020-12-29,1
684,57.0,21,79.14,2,Month-to-month,Credit Card,West,2020-06-16,0
685,59.0,15,100.66,1,One year,Electronic Check,West,2020-12-29,0
686,26.0,26,67.65,3,Month-to-month,Electronic Check,West,2019-09-14,0
687,67.0,8,119.61,2,One year,Debit Card,North,2019-03-03,0
688,44.0,42,25.95,2,Two year,Credit Card,East,2019-10-06,0
689,19.0,44,20.32,4,One year,Bank Transfer,South,2019-07-22,0
690,22.0,14,84.02,4,Month-to-month,Electronic Check,West,2019-03-19,1
691,46.0,2,49.84,0,Month-to-month,,South,2019-08-24,0
692,54.0,37,44.04,3,Two year,Credit Card,North,2021-03-06,0
693,,69,51.19,3,Month-to-month,Credit Card,East,2019-05-19,0
694,36.0,38,45.6,1,One year,Debit Card,West,2018-05-11,0
695,25.0,41,23.08,4,Two year,Bank Transfer,North,2018-08-06,0
696,65.0,62,117.15,3,Two year,Debit Card,North,2019-11-19,0
697,62.0,60,42.07,1,Two year,Electronic Check,East,2018-06-20,0
698,18.0,14,93.4,1,Month-to-month,Debit Card,West,2022-02-07,1
699,39.0,2,96.26,1,Month-to-month,Credit Card,East,2019-09-04,1
700,69.0,70,112.93,1,Two year,Debit Card,East,2020-09-18,0
701,34.0,17,23.05,1,Month-to-month,Credit Card,South,2021-02-26,0
702,24.0,28,107.2,1,Month-to-month,Bank Transfer,South,2018-02-26,1
703,42.0,66,72.72,1,One year,Debit Card,East,2021-04-19,0
704,62.0,35,83.25,6,Month-to-month,Debit Card,South,2018-09-03,1
705,21.0,5,84.45,2,Two year,Debit Card,North,2018-05-24,0
706,53.0,65,101.98,0,One year,Credit Card,East,2020-12-10,0
707,23.0,40,53.34,2,Month-to-month,Credit Card,West,2019-01-03,0
708,48.0,56,93.31,1,Two year,Debit Card,West,2022-01-22,0
709,36.0,36,72.86,2,One year,Debit Card,North,2018-08-06,0
710,61.0,45,99.34,3,One year,Bank Transfer,West,2019-09-08,0
711,56.0,23,119.05,2,Month-to-month,Bank Transfer,West,2023-04-03,1
712,44.0,47,40.07,1,Month-to-month,Electronic Check,East,2022-05-10,0
713,27.0,31,119.46,4,One year,Bank Transfer,North,2021-07-04,0
714,,11,28.98,2,Month-to-month,Bank Transfer,East,2023-02-25,0
715,,10,20.23,5,Month-to-month,Bank Transfer,North,2021-03-25,1
716,56.0,67,24.42,0,One year,Credit Card,East,2022-05-08,0
717,20.0,14,54.18,1,Month-to-month,Bank Transfer,East,2019-03-18,0
718,62.0,10,83.29,0,Month-to-month,Bank Transfer,South,2020-04-20,1
719,30.0,1,26.9,2,Month-to-month,Debit Card,West,2020-08-13,0
720,67.0,5,20.57,1,Month-to-month,Credit Card,North,2019-11-30,0
721,45.0,20,113.71,2,One year,Electronic Check,West,2020-05-25,0
722,37.0,8,102.19,2,Month-to-month,Electronic Check,South,2022-08-13,1
723,45.0,43,100.92,2,Month-to-month,Bank Transfer,North,2020-02-15,1
724,25.0,1,108.44,3,One year,Electronic Check,South,2020-02-01,0
725,58.0,57,90.0,1,Two year,Electronic Check,West,2020-08-02,0
726,56.0,64,30.44,1,One year,Electronic Check,East,2023-01-08,0
727,18.0,28,59.91,3,Month-to-month,Bank Transfer,South,2020-07-11,0
728,20.0,37,92.31,2,Month-to-month,Electronic Check,South,2020-07-23,0
729,30.0,47,48.03,5,Two year,Bank Transfer,East,2022-10-13,0
730,45.0,37,88.74,2,Month-to-month,Debit Card,West,2018-01-25,0
731,66.0,49,22.45,0,One year,Debit Card,South,2020-03-16,0
732,42.0,44,50.61,1,Month-to-month,Electronic Check,West,2023-02-20,0
733,50.0,56,74.91,2,Month-to-month,Debit Card,East,2022-08-15,0
734,55.0,28,83.21,2,One year,Bank Transfer,North,2022-04-09,0
735,23.0,6,77.7,4,One year,Debit Card,South,2020-02-03,0
736,61.0,61,89.78,2,One year,Electronic Check,West,2020-12-19,0
737,62.0,20,20.61,2,Month-to-month,Bank Transfer,East,2022-01-30,0
738,49.0,2,30.09,1,Month-to-month,Credit Card,East,2019-03-10,0
739,62.0,37,106.89,3,Month-to-month,Bank Transfer,South,2020-05-28,1
740,64.0,20,88.17,3,Month-to-month,Debit Card,North,2020-12-25,1
741,38.0,26,31.29,4,Month-to-month,Credit Card,South,2020-06-28,1
742,33.0,29,,5,Month-to-month,Bank Transfer,West,2019-07-19,1
743,38.0,1,44.22,0,Month-to-month,Credit Card,East,2023-05-06,0
744,28.0,35,67.83,0,Two year,Credit Card,North,2018-04-16,0
745,54.0,70,34.52,3,One year,Credit Card,West,2018-04-06,0
746,53.0,59,91.01,0,Two year,Bank Transfer,South,2022-09-08,0
747,52.0,69,86.69,2,Month-to-month,Debit Card,East,2022-04-24,1
748,36.0,33,41.11,4,Two year,Bank Transfer,South,2018-06-17,0
749,37.0,51,106.34,3,Month-to-month,Debit Card,North,2018-02-11,1
750,35.0,12,,0,Month-to-month,Bank Transfer,North,2023-03-18,0
751,64.0,20,49.25,0,One year,Bank Transfer,North,2018-04-14,0
752,58.0,53,,2,Month-to-month,Bank Transfer,North,2023-02-12,0
753,66.0,43,46.62,2,Month-to-month,Debit Card,North,2021-05-12,0
754,31.0,50,22.2,1,Month-to-month,Bank Transfer,South,2019-06-04,0
755,,29,78.33,2,Month-to-month,Credit Card,North,2023-06-22,0
756,48.0,57,104.22,0,One year,Bank Transfer,North,2018-10-09,0
757,18.0,39,74.9,3,One year,Credit Card,East,2023-04-16,0
